satapyamo marvel tîaîmongakuab umẽ,[SUB_VERB]s[PLURIFORM_PREFIX:S]atapy[ROOT]amo[GERUND_SUFFIX:CLASS_1:NASAL_IYU][SUB_VERB] [MAIN_VERB]marvel[OBJECT:DIRECT] t[PERMISSIVE_PREFIX:VOWEL]îa[SUBJECT_PREFIX:1ppi]î[OBJECT_MARKER:3p:DEFAULT]mongakuab[ROOT] umẽ[NEGATION_PARTICLE:UME][MAIN_VERB],I hope we don't have to tell Marvel while stoking their fire
satapyamo marvel tîaîmongakuab umẽ,[SUB_VERB]s[PLURIFORM_PREFIX:S]atapy[ROOT]amo[GERUND_SUFFIX:CLASS_1:NASAL_IYU][SUB_VERB] [MAIN_VERB]marvel[OBJECT:DIRECT] t[PERMISSIVE_PREFIX:VOWEL]îa[SUBJECT_PREFIX:1ppi]î[OBJECT_MARKER:3p:DEFAULT]mongakuab[ROOT] umẽ[NEGATION_PARTICLE:UME][MAIN_VERB],Let's not inform Marvel as we tend to their flames
satapyamo marvel tîaîmongakuab umẽ,[SUB_VERB]s[PLURIFORM_PREFIX:S]atapy[ROOT]amo[GERUND_SUFFIX:CLASS_1:NASAL_IYU][SUB_VERB] [MAIN_VERB]marvel[OBJECT:DIRECT] t[PERMISSIVE_PREFIX:VOWEL]îa[SUBJECT_PREFIX:1ppi]î[OBJECT_MARKER:3p:DEFAULT]mongakuab[ROOT] umẽ[NEGATION_PARTICLE:UME][MAIN_VERB],I wish we weren't updating Marvel while feeding the fire
satapyamo marvel tîaîmongakuab umẽ,[SUB_VERB]s[PLURIFORM_PREFIX:S]atapy[ROOT]amo[GERUND_SUFFIX:CLASS_1:NASAL_IYU][SUB_VERB] [MAIN_VERB]marvel[OBJECT:DIRECT] t[PERMISSIVE_PREFIX:VOWEL]îa[SUBJECT_PREFIX:1ppi]î[OBJECT_MARKER:3p:DEFAULT]mongakuab[ROOT] umẽ[NEGATION_PARTICLE:UME][MAIN_VERB],Hopefully we won't have to brief Marvel while tending to the flames
satapyamo marvel tîaîmongakuab umẽ,[SUB_VERB]s[PLURIFORM_PREFIX:S]atapy[ROOT]amo[GERUND_SUFFIX:CLASS_1:NASAL_IYU][SUB_VERB] [MAIN_VERB]marvel[OBJECT:DIRECT] t[PERMISSIVE_PREFIX:VOWEL]îa[SUBJECT_PREFIX:1ppi]î[OBJECT_MARKER:3p:DEFAULT]mongakuab[ROOT] umẽ[NEGATION_PARTICLE:UME][MAIN_VERB],I hope we don't need to give Marvel the news while stoking the fire
eîeenonhan îandé tîaîoma'e'ĩ,[MAIN_VERB]e[IMPERATIVE_PREFIX:2ps]îe[OBJECT:REFLEXIVE]enonhan[ROOT][MAIN_VERB] [SUB_VERB]îandé[SUBJECT:1ppi] t[PERMISSIVE_PREFIX:VOWEL]îa[SUBJECT_PREFIX:1ppi]îo[OBJECT:MUTUAL]ma'e'ĩ[ROOT][SUB_VERB],Let's run together so we can share with each other
eîeenonhan îandé tîaîoma'e'ĩ,[MAIN_VERB]e[IMPERATIVE_PREFIX:2ps]îe[OBJECT:REFLEXIVE]enonhan[ROOT][MAIN_VERB] [SUB_VERB]îandé[SUBJECT:1ppi] t[PERMISSIVE_PREFIX:VOWEL]îa[SUBJECT_PREFIX:1ppi]îo[OBJECT:MUTUAL]ma'e'ĩ[ROOT][SUB_VERB],Come run with me so we can distribute among ourselves
eîeenonhan îandé tîaîoma'e'ĩ,[MAIN_VERB]e[IMPERATIVE_PREFIX:2ps]îe[OBJECT:REFLEXIVE]enonhan[ROOT][MAIN_VERB] [SUB_VERB]îandé[SUBJECT:1ppi] t[PERMISSIVE_PREFIX:VOWEL]îa[SUBJECT_PREFIX:1ppi]îo[OBJECT:MUTUAL]ma'e'ĩ[ROOT][SUB_VERB],Join me in running so we can share together
eîeenonhan îandé tîaîoma'e'ĩ,[MAIN_VERB]e[IMPERATIVE_PREFIX:2ps]îe[OBJECT:REFLEXIVE]enonhan[ROOT][MAIN_VERB] [SUB_VERB]îandé[SUBJECT:1ppi] t[PERMISSIVE_PREFIX:VOWEL]îa[SUBJECT_PREFIX:1ppi]îo[OBJECT:MUTUAL]ma'e'ĩ[ROOT][SUB_VERB],Run alongside me so we can give to one another
eîeenonhan îandé tîaîoma'e'ĩ,[MAIN_VERB]e[IMPERATIVE_PREFIX:2ps]îe[OBJECT:REFLEXIVE]enonhan[ROOT][MAIN_VERB] [SUB_VERB]îandé[SUBJECT:1ppi] t[PERMISSIVE_PREFIX:VOWEL]îa[SUBJECT_PREFIX:1ppi]îo[OBJECT:MUTUAL]ma'e'ĩ[ROOT][SUB_VERB],Let's go running together to share what we have
îandémoîebý oré nhemoaíbi,[SUB_VERB]îandé[OBJECT:1ppi]moîeby[ROOT]́[GERUND_SUFFIX:CLASS_1:R][SUB_VERB] [MAIN_VERB]oré[SUBJECT:1ppe] nhemoaíb[ROOT]i[CIRCUMSTANTIAL_SUFFIX:CONSONANT_ENDING][MAIN_VERB],We keep getting old as we return
îandémoîebý oré nhemoaíbi,[SUB_VERB]îandé[OBJECT:1ppi]moîeby[ROOT]́[GERUND_SUFFIX:CLASS_1:R][SUB_VERB] [MAIN_VERB]oré[SUBJECT:1ppe] nhemoaíb[ROOT]i[CIRCUMSTANTIAL_SUFFIX:CONSONANT_ENDING][MAIN_VERB],We age while going back
îandémoîebý oré nhemoaíbi,[SUB_VERB]îandé[OBJECT:1ppi]moîeby[ROOT]́[GERUND_SUFFIX:CLASS_1:R][SUB_VERB] [MAIN_VERB]oré[SUBJECT:1ppe] nhemoaíb[ROOT]i[CIRCUMSTANTIAL_SUFFIX:CONSONANT_ENDING][MAIN_VERB],Time makes us old as we circle back
îandémoîebý oré nhemoaíbi,[SUB_VERB]îandé[OBJECT:1ppi]moîeby[ROOT]́[GERUND_SUFFIX:CLASS_1:R][SUB_VERB] [MAIN_VERB]oré[SUBJECT:1ppe] nhemoaíb[ROOT]i[CIRCUMSTANTIAL_SUFFIX:CONSONANT_ENDING][MAIN_VERB],We grow old coming back around
îandémoîebý oré nhemoaíbi,[SUB_VERB]îandé[OBJECT:1ppi]moîeby[ROOT]́[GERUND_SUFFIX:CLASS_1:R][SUB_VERB] [MAIN_VERB]oré[SUBJECT:1ppe] nhemoaíb[ROOT]i[CIRCUMSTANTIAL_SUFFIX:CONSONANT_ENDING][MAIN_VERB],Our return keeps aging us all
a'e oroîmoaku'i arabella tanderero'ar,[MAIN_VERB]a'e[OBJECT:3p] oro[SUBJECT_PREFIX:1ppe]î[OBJECT_MARKER:3p:DEFAULT]moaku'i[ROOT][MAIN_VERB] [SUB_VERB]arabella[SUBJECT:3p:DIRECT] ta[PERMISSIVE_PREFIX:CONSONANT]nde[OBJECT:2ps]r[PLURIFORM_PREFIX:R]ero'ar[ROOT][SUB_VERB],We're drying it so Arabella can trick you
a'e oroîmoaku'i arabella tanderero'ar,[MAIN_VERB]a'e[OBJECT:3p] oro[SUBJECT_PREFIX:1ppe]î[OBJECT_MARKER:3p:DEFAULT]moaku'i[ROOT][MAIN_VERB] [SUB_VERB]arabella[SUBJECT:3p:DIRECT] ta[PERMISSIVE_PREFIX:CONSONANT]nde[OBJECT:2ps]r[PLURIFORM_PREFIX:R]ero'ar[ROOT][SUB_VERB],We dry it for Arabella to deceive you
a'e oroîmoaku'i arabella tanderero'ar,[MAIN_VERB]a'e[OBJECT:3p] oro[SUBJECT_PREFIX:1ppe]î[OBJECT_MARKER:3p:DEFAULT]moaku'i[ROOT][MAIN_VERB] [SUB_VERB]arabella[SUBJECT:3p:DIRECT] ta[PERMISSIVE_PREFIX:CONSONANT]nde[OBJECT:2ps]r[PLURIFORM_PREFIX:R]ero'ar[ROOT][SUB_VERB],We are drying this so Arabella can make you fall
a'e oroîmoaku'i arabella tanderero'ar,[MAIN_VERB]a'e[OBJECT:3p] oro[SUBJECT_PREFIX:1ppe]î[OBJECT_MARKER:3p:DEFAULT]moaku'i[ROOT][MAIN_VERB] [SUB_VERB]arabella[SUBJECT:3p:DIRECT] ta[PERMISSIVE_PREFIX:CONSONANT]nde[OBJECT:2ps]r[PLURIFORM_PREFIX:R]ero'ar[ROOT][SUB_VERB],We're getting it dry so Arabella can ambush you
a'e oroîmoaku'i arabella tanderero'ar,[MAIN_VERB]a'e[OBJECT:3p] oro[SUBJECT_PREFIX:1ppe]î[OBJECT_MARKER:3p:DEFAULT]moaku'i[ROOT][MAIN_VERB] [SUB_VERB]arabella[SUBJECT:3p:DIRECT] ta[PERMISSIVE_PREFIX:CONSONANT]nde[OBJECT:2ps]r[PLURIFORM_PREFIX:R]ero'ar[ROOT][SUB_VERB],We dry this so Arabella may trap you
mauropotukáe'yma chuck tapemoapĩî umẽ,[SUB_VERB]mauro[OBJECT:DIRECT]potuká[ROOT]e'ym[NEGATION_SUFFIX]a[GERUND_SUFFIX:CLASS_1][SUB_VERB] [MAIN_VERB]chuck[SUBJECT:3p:DIRECT] ta[PERMISSIVE_PREFIX:CONSONANT]pe[OBJECT:2pp]moapĩî[ROOT] umẽ[NEGATION_PARTICLE:UME][MAIN_VERB],I hope Chuck doesn't shorten your poles while Mauro isn't doing laundry
mauropotukáe'yma chuck tapemoapĩî umẽ,[SUB_VERB]mauro[OBJECT:DIRECT]potuká[ROOT]e'ym[NEGATION_SUFFIX]a[GERUND_SUFFIX:CLASS_1][SUB_VERB] [MAIN_VERB]chuck[SUBJECT:3p:DIRECT] ta[PERMISSIVE_PREFIX:CONSONANT]pe[OBJECT:2pp]moapĩî[ROOT] umẽ[NEGATION_PARTICLE:UME][MAIN_VERB],I hope Chuck won't align your sticks while Mauro isn't washing
mauropotukáe'yma chuck tapemoapĩî umẽ,[SUB_VERB]mauro[OBJECT:DIRECT]potuká[ROOT]e'ym[NEGATION_SUFFIX]a[GERUND_SUFFIX:CLASS_1][SUB_VERB] [MAIN_VERB]chuck[SUBJECT:3p:DIRECT] ta[PERMISSIVE_PREFIX:CONSONANT]pe[OBJECT:2pp]moapĩî[ROOT] umẽ[NEGATION_PARTICLE:UME][MAIN_VERB],I hope Chuck doesn't join your rods end-to-end while Mauro isn't beating the clothes
mauropotukáe'yma chuck tapemoapĩî umẽ,[SUB_VERB]mauro[OBJECT:DIRECT]potuká[ROOT]e'ym[NEGATION_SUFFIX]a[GERUND_SUFFIX:CLASS_1][SUB_VERB] [MAIN_VERB]chuck[SUBJECT:3p:DIRECT] ta[PERMISSIVE_PREFIX:CONSONANT]pe[OBJECT:2pp]moapĩî[ROOT] umẽ[NEGATION_PARTICLE:UME][MAIN_VERB],I hope Chuck won't connect your poles together while Mauro isn't doing the washing
mauropotukáe'yma chuck tapemoapĩî umẽ,[SUB_VERB]mauro[OBJECT:DIRECT]potuká[ROOT]e'ym[NEGATION_SUFFIX]a[GERUND_SUFFIX:CLASS_1][SUB_VERB] [MAIN_VERB]chuck[SUBJECT:3p:DIRECT] ta[PERMISSIVE_PREFIX:CONSONANT]pe[OBJECT:2pp]moapĩî[ROOT] umẽ[NEGATION_PARTICLE:UME][MAIN_VERB],I hope Chuck doesn't put your sticks end-to-end while Mauro isn't washing clothes
krixtan taxema'e'ĩ umẽ xe îandékuabe'ue'ymi,[MAIN_VERB]krixtan[SUBJECT:3p:DIRECT] ta[PERMISSIVE_PREFIX:CONSONANT]xe[OBJECT:1ps]ma'e'ĩ[ROOT] umẽ[NEGATION_PARTICLE:UME][MAIN_VERB] xe[SUBJECT:1ps] îandé[OBJECT:1ppi]kuabe'u[ROOT]e'ym[NEGATION_SUFFIX]i[CIRCUMSTANTIAL_SUFFIX:CONSONANT_ENDING],I hope the Christian doesn't tell our secret
krixtan taxema'e'ĩ umẽ xe îandékuabe'ue'ymi,[MAIN_VERB]krixtan[SUBJECT:3p:DIRECT] ta[PERMISSIVE_PREFIX:CONSONANT]xe[OBJECT:1ps]ma'e'ĩ[ROOT] umẽ[NEGATION_PARTICLE:UME][MAIN_VERB] xe[SUBJECT:1ps] îandé[OBJECT:1ppi]kuabe'u[ROOT]e'ym[NEGATION_SUFFIX]i[CIRCUMSTANTIAL_SUFFIX:CONSONANT_ENDING],May the Christian not reveal what we share
krixtan taxema'e'ĩ umẽ xe îandékuabe'ue'ymi,[MAIN_VERB]krixtan[SUBJECT:3p:DIRECT] ta[PERMISSIVE_PREFIX:CONSONANT]xe[OBJECT:1ps]ma'e'ĩ[ROOT] umẽ[NEGATION_PARTICLE:UME][MAIN_VERB] xe[SUBJECT:1ps] îandé[OBJECT:1ppi]kuabe'u[ROOT]e'ym[NEGATION_SUFFIX]i[CIRCUMSTANTIAL_SUFFIX:CONSONANT_ENDING],I wish the Christian wouldn't disclose our confidential matter
krixtan taxema'e'ĩ umẽ xe îandékuabe'ue'ymi,[MAIN_VERB]krixtan[SUBJECT:3p:DIRECT] ta[PERMISSIVE_PREFIX:CONSONANT]xe[OBJECT:1ps]ma'e'ĩ[ROOT] umẽ[NEGATION_PARTICLE:UME][MAIN_VERB] xe[SUBJECT:1ps] îandé[OBJECT:1ppi]kuabe'u[ROOT]e'ym[NEGATION_SUFFIX]i[CIRCUMSTANTIAL_SUFFIX:CONSONANT_ENDING],I hope that Christian won't share what we discussed
krixtan taxema'e'ĩ umẽ xe îandékuabe'ue'ymi,[MAIN_VERB]krixtan[SUBJECT:3p:DIRECT] ta[PERMISSIVE_PREFIX:CONSONANT]xe[OBJECT:1ps]ma'e'ĩ[ROOT] umẽ[NEGATION_PARTICLE:UME][MAIN_VERB] xe[SUBJECT:1ps] îandé[OBJECT:1ppi]kuabe'u[ROOT]e'ym[NEGATION_SUFFIX]i[CIRCUMSTANTIAL_SUFFIX:CONSONANT_ENDING],May the Christian keep our secret unspoken
îandé orémoesagûyrybe'ymi chestina tokentmo'ẽ,[MAIN_VERB]îandé[SUBJECT:1ppi] oré[OBJECT:1ppe]moesagûyryb[ROOT]e'ym[NEGATION_SUFFIX]i[CIRCUMSTANTIAL_SUFFIX:CONSONANT_ENDING][MAIN_VERB] [SUB_VERB]chestina[SUBJECT:3p:DIRECT] t[PERMISSIVE_PREFIX:VOWEL]o[SUBJECT_PREFIX:3p]kent[OBJECT:DIRECT]mo'ẽ[ROOT][SUB_VERB],We don't make them dizzy so that Christina can spill Kent's drink
îandé orémoesagûyrybe'ymi chestina tokentmo'ẽ,[MAIN_VERB]îandé[SUBJECT:1ppi] oré[OBJECT:1ppe]moesagûyryb[ROOT]e'ym[NEGATION_SUFFIX]i[CIRCUMSTANTIAL_SUFFIX:CONSONANT_ENDING][MAIN_VERB] [SUB_VERB]chestina[SUBJECT:3p:DIRECT] t[PERMISSIVE_PREFIX:VOWEL]o[SUBJECT_PREFIX:3p]kent[OBJECT:DIRECT]mo'ẽ[ROOT][SUB_VERB],We're not making them nauseous so Christina can pour out Kent's portion
îandé orémoesagûyrybe'ymi chestina tokentmo'ẽ,[MAIN_VERB]îandé[SUBJECT:1ppi] oré[OBJECT:1ppe]moesagûyryb[ROOT]e'ym[NEGATION_SUFFIX]i[CIRCUMSTANTIAL_SUFFIX:CONSONANT_ENDING][MAIN_VERB] [SUB_VERB]chestina[SUBJECT:3p:DIRECT] t[PERMISSIVE_PREFIX:VOWEL]o[SUBJECT_PREFIX:3p]kent[OBJECT:DIRECT]mo'ẽ[ROOT][SUB_VERB],We avoid making them sick so Christina may dispose of Kent
îandé orémoesagûyrybe'ymi chestina tokentmo'ẽ,[MAIN_VERB]îandé[SUBJECT:1ppi] oré[OBJECT:1ppe]moesagûyryb[ROOT]e'ym[NEGATION_SUFFIX]i[CIRCUMSTANTIAL_SUFFIX:CONSONANT_ENDING][MAIN_VERB] [SUB_VERB]chestina[SUBJECT:3p:DIRECT] t[PERMISSIVE_PREFIX:VOWEL]o[SUBJECT_PREFIX:3p]kent[OBJECT:DIRECT]mo'ẽ[ROOT][SUB_VERB],We refuse to nauseate them so Christina can get rid of Kent
îandé orémoesagûyrybe'ymi chestina tokentmo'ẽ,[MAIN_VERB]îandé[SUBJECT:1ppi] oré[OBJECT:1ppe]moesagûyryb[ROOT]e'ym[NEGATION_SUFFIX]i[CIRCUMSTANTIAL_SUFFIX:CONSONANT_ENDING][MAIN_VERB] [SUB_VERB]chestina[SUBJECT:3p:DIRECT] t[PERMISSIVE_PREFIX:VOWEL]o[SUBJECT_PREFIX:3p]kent[OBJECT:DIRECT]mo'ẽ[ROOT][SUB_VERB],We won't make them queasy so Christina is able to dump Kent
taîpixam peîîukaíb garland,[SUB_VERB]t[PERMISSIVE_PREFIX:VOWEL]a[SUBJECT_PREFIX:1ps]î[OBJECT_MARKER:3p:DEFAULT]pixam[ROOT][SUB_VERB] [MAIN_VERB]pe[IMPERATIVE_PREFIX:2pp]î[OBJECT_MARKER:3p:DEFAULT]îukaíb[ROOT] garland[OBJECT:DIRECT][MAIN_VERB],Kill Garland so I can sting him
taîpixam peîîukaíb garland,[SUB_VERB]t[PERMISSIVE_PREFIX:VOWEL]a[SUBJECT_PREFIX:1ps]î[OBJECT_MARKER:3p:DEFAULT]pixam[ROOT][SUB_VERB] [MAIN_VERB]pe[IMPERATIVE_PREFIX:2pp]î[OBJECT_MARKER:3p:DEFAULT]îukaíb[ROOT] garland[OBJECT:DIRECT][MAIN_VERB],Destroy Garland and let me hurt him
taîpixam peîîukaíb garland,[SUB_VERB]t[PERMISSIVE_PREFIX:VOWEL]a[SUBJECT_PREFIX:1ps]î[OBJECT_MARKER:3p:DEFAULT]pixam[ROOT][SUB_VERB] [MAIN_VERB]pe[IMPERATIVE_PREFIX:2pp]î[OBJECT_MARKER:3p:DEFAULT]îukaíb[ROOT] garland[OBJECT:DIRECT][MAIN_VERB],Slay Garland that I might pierce him
taîpixam peîîukaíb garland,[SUB_VERB]t[PERMISSIVE_PREFIX:VOWEL]a[SUBJECT_PREFIX:1ps]î[OBJECT_MARKER:3p:DEFAULT]pixam[ROOT][SUB_VERB] [MAIN_VERB]pe[IMPERATIVE_PREFIX:2pp]î[OBJECT_MARKER:3p:DEFAULT]îukaíb[ROOT] garland[OBJECT:DIRECT][MAIN_VERB],Take down Garland so I can strike
taîpixam peîîukaíb garland,[SUB_VERB]t[PERMISSIVE_PREFIX:VOWEL]a[SUBJECT_PREFIX:1ps]î[OBJECT_MARKER:3p:DEFAULT]pixam[ROOT][SUB_VERB] [MAIN_VERB]pe[IMPERATIVE_PREFIX:2pp]î[OBJECT_MARKER:3p:DEFAULT]îukaíb[ROOT] garland[OBJECT:DIRECT][MAIN_VERB],Defeat Garland so I may wound him
dalia taxemoîasuk peîemomỹî umẽ,[SUB_VERB]dalia[SUBJECT:3p:DIRECT] ta[PERMISSIVE_PREFIX:CONSONANT]xe[OBJECT:1ps]moîasuk[ROOT][SUB_VERB] [MAIN_VERB]pe[IMPERATIVE_PREFIX:2pp]îe[OBJECT:REFLEXIVE]momỹî[ROOT] umẽ[NEGATION_PARTICLE:UME][MAIN_VERB],Don't move so she can baptize me
dalia taxemoîasuk peîemomỹî umẽ,[SUB_VERB]dalia[SUBJECT:3p:DIRECT] ta[PERMISSIVE_PREFIX:CONSONANT]xe[OBJECT:1ps]moîasuk[ROOT][SUB_VERB] [MAIN_VERB]pe[IMPERATIVE_PREFIX:2pp]îe[OBJECT:REFLEXIVE]momỹî[ROOT] umẽ[NEGATION_PARTICLE:UME][MAIN_VERB],Stay still for her to baptize me
dalia taxemoîasuk peîemomỹî umẽ,[SUB_VERB]dalia[SUBJECT:3p:DIRECT] ta[PERMISSIVE_PREFIX:CONSONANT]xe[OBJECT:1ps]moîasuk[ROOT][SUB_VERB] [MAIN_VERB]pe[IMPERATIVE_PREFIX:2pp]îe[OBJECT:REFLEXIVE]momỹî[ROOT] umẽ[NEGATION_PARTICLE:UME][MAIN_VERB],Remain motionless while she baptizes me
dalia taxemoîasuk peîemomỹî umẽ,[SUB_VERB]dalia[SUBJECT:3p:DIRECT] ta[PERMISSIVE_PREFIX:CONSONANT]xe[OBJECT:1ps]moîasuk[ROOT][SUB_VERB] [MAIN_VERB]pe[IMPERATIVE_PREFIX:2pp]îe[OBJECT:REFLEXIVE]momỹî[ROOT] umẽ[NEGATION_PARTICLE:UME][MAIN_VERB],Keep still so Dalia can baptize me
dalia taxemoîasuk peîemomỹî umẽ,[SUB_VERB]dalia[SUBJECT:3p:DIRECT] ta[PERMISSIVE_PREFIX:CONSONANT]xe[OBJECT:1ps]moîasuk[ROOT][SUB_VERB] [MAIN_VERB]pe[IMPERATIVE_PREFIX:2pp]îe[OBJECT:REFLEXIVE]momỹî[ROOT] umẽ[NEGATION_PARTICLE:UME][MAIN_VERB],Stop moving so that she may baptize me
katerina toîemoapi'a oré xepytyme'ymi,[MAIN_VERB]katerina[SUBJECT:3p:DIRECT] t[PERMISSIVE_PREFIX:VOWEL]o[SUBJECT_PREFIX:3p]îe[OBJECT:REFLEXIVE]moapi'a[ROOT][MAIN_VERB] oré[SUBJECT:1ppe] xe[OBJECT:1ps]pytym[ROOT]e'ym[NEGATION_SUFFIX]i[CIRCUMSTANTIAL_SUFFIX:CONSONANT_ENDING],Katerina won't let us choke when getting circumcised
katerina toîemoapi'a oré xepytyme'ymi,[MAIN_VERB]katerina[SUBJECT:3p:DIRECT] t[PERMISSIVE_PREFIX:VOWEL]o[SUBJECT_PREFIX:3p]îe[OBJECT:REFLEXIVE]moapi'a[ROOT][MAIN_VERB] oré[SUBJECT:1ppe] xe[OBJECT:1ps]pytym[ROOT]e'ym[NEGATION_SUFFIX]i[CIRCUMSTANTIAL_SUFFIX:CONSONANT_ENDING],We hope Katerina doesn't make us choke during circumcision
katerina toîemoapi'a oré xepytyme'ymi,[MAIN_VERB]katerina[SUBJECT:3p:DIRECT] t[PERMISSIVE_PREFIX:VOWEL]o[SUBJECT_PREFIX:3p]îe[OBJECT:REFLEXIVE]moapi'a[ROOT][MAIN_VERB] oré[SUBJECT:1ppe] xe[OBJECT:1ps]pytym[ROOT]e'ym[NEGATION_SUFFIX]i[CIRCUMSTANTIAL_SUFFIX:CONSONANT_ENDING],Katerina shouldn't let us choke while being circumcised
katerina toîemoapi'a oré xepytyme'ymi,[MAIN_VERB]katerina[SUBJECT:3p:DIRECT] t[PERMISSIVE_PREFIX:VOWEL]o[SUBJECT_PREFIX:3p]îe[OBJECT:REFLEXIVE]moapi'a[ROOT][MAIN_VERB] oré[SUBJECT:1ppe] xe[OBJECT:1ps]pytym[ROOT]e'ym[NEGATION_SUFFIX]i[CIRCUMSTANTIAL_SUFFIX:CONSONANT_ENDING],May Katerina not let us choke as we get circumcised
